num,speaker,sentence
ep13-1511,조윤진,후...
ep13-1512,조윤진,염병 진짜 꼭 이따위로 일한 티를 낸다니까
ep13-1513,성나정,왜 누군데
ep13-1514,조윤진,아 우리 팀장
ep13-1515,조윤진,노처녀 있냐
ep13-1516,조윤진,지 혼자서 계약을 마무리 한다길래
ep13-1517,조윤진,나가 빈말로다가 필요한거 있음 연락해라 그랬거든
ep13-1518,성나정,어
ep13-1519,조윤진,아 긍께는 이라고 까딱하면 카톡을 쳐 보내싼다 자료 좀 찾아달라고
ep13-1520,성나정,하..
ep13-1521,조윤진,염병 진짜 인터넷 찾아보면 금방 나오는 것을 씨
ep13-1522,성나정,밉상..
ep13-1523,해태,야 그래도 혼자 일하는데 당연히 니가 도와주는게..
ep13-1524,삼천포,나쁜년!!!
ep13-1525,삼천포,완전 나쁜년이네 그거
ep13-1526,해태,야 혼자 일하다가 자료찾는게 힘들면 후배한테 문자정도는..
ep13-1527,삼천포,그래도 사람이 그러면 안되지!!!
ep13-1528,삼천포,지일은 지가 알아서 해야되는거 아이가!!!
ep13-1529,삼천포,진짜 나쁜년이네 그거
ep13-1530,삼천포,도봐 핸드폰 도봐
ep13-1531,삼천포,내 오늘 안참는다 진짜
ep13-1532,성나정,야야 해봐라해봐 받아라
ep13-1533,삼천포,지금 시간이 몇시고 시간이
ep13-1534,삼천포,진짜 우리 윤진이고 이쁘고 저카니까 질투나가 이카는 거라니까
ep13-1535,칠봉이,야야 적당히 해라 좀 적당히 아주
ep13-1536,삼천포,진짜 참고있으이까 진짜 사람 무시해가지고 카는거라니까
ep13-1537,칠봉이,어이구..~~진짜
ep13-1538,삼천포,자가 어떤아고 !
ep13-1539,삼천포,우리 윤진이 얼마나 무서븐안데
ep13-1540,삼천포,어 사람 어!!
ep13-1541,성나정,고마해라고마!!
ep13-1542,조윤진,(윤진)하지마아앙~!
ep13-1543,삼천포,(천포)아가리에 청산가리도 붓는안데!!
ep13-1544,삼천포,창자로 젓갈 담구는 아라니까
ep13-1545,삼천포,얘기해줘야 되나 못참는다!! 있어봐
ep13-1546,삼천포,야 아이가 야 ! 맞제 야 !
ep13-1547,삼천포,털빠진 개고기 맞제
ep13-1548,삼천포,쥑이 뿐다 진짜 ! !
ep13-1549,삼천포,아 예 여보세요 팀장님
ep13-1550,삼천포,잘 지내셨죠?
ep13-1551,삼천포,예...
ep13-1552,삼천포,지금 윤진이가 저기.. 일찍 자고 있어가지구요
ep13-1553,삼천포,카톡을 제가 받았어요
ep13-1554,삼천포,급한일이면은 제가 깨워드릴까요?
ep13-1555,삼천포,예
ep13-1556,삼천포,괜찮..으시죠? 네네
ep13-1557,삼천포,코치님 왕손이 어머님도 잘 지내시죠
ep13-1558,삼천포,저는 잘 지내고 있습니다
ep13-1559,삼천포,내무반 식구들이 잘 챙겨주고
ep13-1560,해태,아파요 아프다니께요!!
ep13-1561,보조출연,아우씨
ep13-1562,삼천포,서서히 군생활에 적응도 되어
ep13-1563,보조출연,빨리 따라와 이 자식아!!
ep13-1564,해태,하하하하하핳하
ep13-1565,보조출연,신병이 웃었다.
ep13-1566,삼천포,생각만큼 그렇게 힘은 들지 않습니다
ep13-1567,삼천포,오늘이 진짜 마지막 밤이네
ep13-1568,빙그레,너 나정이랑은
ep13-1569,빙그레,오늘이 마지막일거 같아서
ep13-1570,쓰레기,"제 여자친구 성나정, 예예"
ep13-1571,칠봉이,포기해
ep13-1572,칠봉이,나정이 선배님 좋아해
ep13-1573,칠봉이,지금이 때가 아니면
ep13-1574,칠봉이,기다려야지
ep14-0001,성나정,어?
ep14-0002,성나정,야야 이번 달 너네부부 회비안들어왔다
ep14-0003,성나정,두명 삼십만원
ep14-0004,성나정,얼른 내
ep14-0005,삼천포,냈는데
ep14-0006,삼천포,진짜로 안들어왔어?
ep14-0007,삼천포,여보 계좌이체 안했어
ep14-0008,삼천포,내가 어제 하라그랬잖아
ep14-0009,조윤진,까먹었다
ep14-0010,조윤진,아 오늘 집들이 온다고 정신이 없어가꼬
ep14-0011,삼천포,아..
ep14-0012,조윤진,여보 삼십만원
ep14-0013,조윤진,나정이 본 김에 지금 줘 버리게
ep14-0014,삼천포,현금없어
ep14-0015,삼천포,나중에 내가 집에가서 인터넷으로 일케 보내줄게
ep14-0016,칠봉이,야 니들은 아직도 니가 경제권 쥐고있냐
ep14-0017,칠봉이,왠만하면 윤진이 줘라 어?
ep14-0018,칠봉이,여자가 관리하게
ep14-0019,삼천포,안돼 얘한테 맡기면 클나
ep14-0020,삼천포,온가족이 길바닥에 나앉을일 있냐
ep14-0021,조윤진,참나 뭐 관리할거냐 있냐
ep14-0022,조윤진,쥐꼬리만한 월급..
ep14-0023,조윤진,뭐 관리하고 말고 할 것도 없거든요
ep14-0024,삼천포,내 월급이 어때서 어?
ep14-0025,삼천포,그래도 얘보다는 내가 연봉이 높아
ep14-0026,해태,나?
ep14-0027,해태,야 가만히 있는 나를 왜..
ep14-0028,해태,이쉑 웃긴놈이네
ep14-0029,해태,야 그래도 언제 짤릴지 모르는 너보단 내가 낫지
ep14-0030,해태,안그..
ep14-0031,해태,에휴 하긴..
ep14-0032,해태,번데기 앞에서 주름을 잡지...
ep14-0033,해태,아 출출하네
ep14-0034,해태,야 니가 한턱 쏴
ep14-0035,빙그레,내가 왜
ep14-0036,해태,내가 왜 라니
ep14-0037,해태,야 너 자꾸 모른척 할거야?
ep14-0038,빙그레,형님도 계신데 내가 왜 쏘냐
ep14-0039,해태,와.. 너도 무슨 성균이 닮아가냐
ep14-0040,해태,치사한 새끼
ep14-0041,해태,그러면 오늘은 칠봉이가 쏘는 걸로
ep14-0042,해태,불만없지 불만없지~?
ep14-0043,칠봉이,야야 불만있어 왜 갑자기 내가 쏘냐
ep14-0044,쓰레기,야야 됬다 됬어
ep14-0045,쓰레기,내가 사께
ep14-0046,쓰레기,아주 그냥 평생을 얻어먹어 이것들은 그냥
ep14-0047,해태,와.. 밤이 깊어가니깐
ep14-0048,해태,족발이 땡기네 안그러냐
ep14-0049,삼천포,난 보쌈
ep14-0050,삼천포,나도~
ep14-0051,성나정,지랄을한다 지랄을해 아주그냥..
ep14-0052,성나정,아휴...
ep14-0053,성나정,짠~
ep14-0054,칠봉이,오케이
ep14-0055,칠봉이,뭐 시킬까
ep14-0056,칠봉이,족발 보쌈 안먹잖아
ep14-0057,성나정,떡볶이~!
ep14-0058,칠봉이,떡볶이~
ep14-0059,칠봉이,야식집이죠
ep14-0060,칠봉이,여기 상암동인데요
ep14-0061,칠봉이,월드컵단지 아시죠
ep14-0062,칠봉이,네
ep14-0063,칠봉이,누리꾼센터 지나서...
ep14-0064,칠봉이,여기 족발 큰거하나랑 떡볶이도..
ep14-0065,쓰레기,여기 술 없다 소주도 두병 시켜라
ep14-0066,성나정,오빠!
ep14-0067,성나정,술 좀 그만마셔
ep14-0068,성나정,하 진짜 술이라면 환장을 하지 환장을 해
ep14-0069,성나정,야!!! 술시키지마!!!!!
ep14-0070,쓰레기,안 뛰오나
ep14-0071,효과음,서태지와 아이들 너에게
ep14-0072,효과음,너의 말들을 웃어 넘기는
ep14-0073,효과음,나의 마음을
ep14-0074,효과음,너는 모르겠지
ep14-0075,효과음,너는 아직 순수한 마음이 너무 예쁘게 남았어
ep14-0076,효과음,하지만 나는 왜 그런지
ep14-0077,효과음,성시경 너에게 / 응답하라1994 ost
ep14-0078,효과음,모두가 어려운걸
ep14-0079,효과음,세상은 분명히 변하겠지
ep14-0080,효과음,우리의 생각들도 달라지겠지 생각해 봐
ep14-0081,효과음,네가 접하게 되는 새로운 생활들과
ep14-0082,효과음,모두가 너에게 시선을 돌리게 되는 걸 알 수 있니
ep14-0083,효과음,너는 이런 내 마음을 아는지
ep14-0084,효과음,조그마한 너의 마음 다치게 하긴 싫어
ep14-0085,효과음,이러는 것 뿐이지
ep14-0086,효과음,어른들은 항상 내게 말하지
ep14-0087,효과음,넌 아직도 모르고 있는 일이 더 많다고
ep14-0088,효과음,네 순수한 마음 난 변치 않길
ep14-0089,효과음,바래
ep14-0090,보조출연,뭐꼬 이씨
ep14-0091,보조출연,아직 안갔나
ep14-0092,보조출연,니 바람 맞았제
ep14-0093,쓰레기,바람같은 소리 하고 있네임마
ep14-0094,쓰레기,야이 불쌍한 인간아
ep14-0095,쓰레기,잠 폭 그냥 자라이
ep14-0096,쓰레기,닌 그냥 평생 거서 잠이나 자라
ep14-0097,쓰레기,책봐라 책 의사되야지
ep14-0098,보조출연,새끼 뭐 아까는 죽을 상하디만..
ep14-0099,성나정,후..
ep14-0100,성나정,후....
ep14-0101,성나정,하아....
ep14-0102,성나정,후.. 후...
ep14-0103,효과음,김예림 행복한나를 / 응답하라1994 ost
ep14-0104,효과음,몇 번 인가 이별을 경험하고서 널 만났지
ep14-0105,효과음,그래서 더 시작이 두려웠는지 몰라
ep14-0106,쓰레기,정아! 가자
ep14-0107,효과음,하지만 누군 갈 알게 되고 사랑하게 되는 건
ep14-0108,쓰레기,아이고..
ep14-0109,효과음,니가 마지막이라면 얼마나 좋을까 우 나처럼
ep14-0110,쓰레기,어 정아.. 오빠억스로 배고프다 뭐먹지
ep14-0111,쓰레기,에이 가시나 일찍 오라니깐은
ep14-0112,효과음,바쁜 하루 중에도 잠시 네 목소리 들으면
ep14-0113,쓰레기,머리털나고 처음으로 레스토랑 예약해놨디만은
ep14-0114,효과음,바쁜 하루 중에도 잠시 네 목소리 들으면
ep14-0115,쓰레기,에이 가시나.. 문닫았겠네
ep14-0116,효과음,함께 있는 것처럼 너도 느껴지는지
ep14-0117,쓰레기,우리 정이 뭐 먹고싶은거없어요?
ep14-0118,성나정,내..어.. 아무거나..
ep14-0119,효과음,매일 밤 집으로 돌아갈 때 그 곳에 니가 있다면
ep14-0120,쓰레기,아.. 뭐먹지..음
ep14-0121,효과음,힘든 하루 지친 니 마음이 내 품에 안겨 쉴 텐데
ep14-0122,쓰레기,그람 정아 우리 간만에 서양식사 한 번하까
ep14-0123,효과음,힘든 하루 지친 니 마음이 내 품에 안겨 쉴 텐데
ep14-0124,성나정,응
ep14-0125,효과음,힘든 하루 지친 니 마음이 내 품에 안겨 쉴 텐데
ep14-0126,쓰레기,가자
ep14-0127,효과음,지금처럼만 날 사랑해줘 난 너만 변하지 않는다면
ep14-0128,쓰레기,정아 니 허리 개안나 아까 니 자세 취하는것도 틀맀다
ep14-0129,쓰레기,무릎 다 나와가
ep14-0130,효과음,내 모든걸 가질 사람은 너뿐이야 난 흔들리지 않아
ep14-0131,효과음,넌 가끔은 자신이 없는 미래를 미안해 하지만
ep14-0132,효과음,예~~예~~~
ep14-0133,효과음,잊지 말아줘 사랑해
ep14-0134,효과음,너와 함께라면 이젠 행복한 나를
ep14-0135,효과음,(삐삐소리)
ep14-0136,쓰레기,잠깐 있어라 금방 가께
ep14-0137,성나정,후....
ep14-0138,효과음,바쁜 하루 중에도 잠시 네 목소리 들으면
ep14-0139,효과음,함께 있는 것처럼 너도 느껴지는지
ep14-0140,효과음,매일 밤 집으로 돌아갈 때 그 곳에 니가 있다면
ep14-0141,효과음,(삐삐진동소리)
ep14-0142,효과음,힘든 하루 지친 니 마음이 내 품에 안겨 쉴 텐데
ep14-0143,효과음,(삐삐진동소리)
ep14-0144,효과음,지금처럼만 날 사랑해줘 난 너만 변하지 않는다면
ep14-0145,효과음,내 모든걸 가질 사람은 너뿐이야 난 흔들리지 않아
ep14-0146,효과음,넌 가끔은 자신이 없는 미래를 미안해 하지만
ep14-0147,효과음,넌 가끔은 자신이 없는 미래를 미안해 하지만
ep14-0148,조윤진,가시내 니는 나없으면 우짤뻔했냐
ep14-0149,효과음,넌 가끔은 자신이 없는 미래를 미안해 하지만
ep14-0150,조윤진,복 받은 가시내..
ep14-0151,효과음,잊지 말아줘
ep14-0152,쓰레기,밥먹으러 왔으
ep14-0153,효과음,사랑해 너와 함께라면 이젠 행복한 나를
ep14-0154,쓰레기,옙~
ep14-0155,효과음,사랑해 너와 함께라면 이젠 행복한 나를
ep14-0156,쓰레기,골랐어요~?
ep14-0157,쓰레기,보자
ep14-0158,쓰레기,이 집이 스파게티 파는 집이라 카든데
ep14-0159,쓰레기,뭐묵지
ep14-0160,쓰레기,고마 빨간거 하나 하얀거 하나 시키까요
ep14-0161,쓰레기,네
ep14-0162,쓰레기,저기요
ep14-0163,쓰레기,저기요~
ep14-0164,쓰레기,여기저기요
ep14-0165,쓰레기,음...
ep14-0166,빙그레,야 너네 방에 안가?
ep14-0167,빙그레,아까부터 무슨 생각을 그렇게 하냐
ep14-0168,빙그레,아직 어디 갈지 못 정한거야?
ep14-0169,칠봉이,아니
ep14-0170,칠봉이,구단은 아직 시간남았지
ep14-0171,칠봉이,천천히 정해면 돼
ep14-0172,빙그레,그럼 뭐 다른 고민있어?
ep14-0173,빙그레,혹시 너 많이 다쳤냐
ep14-0174,칠봉이,아냐
ep14-0175,칠봉이,살짝 금만 간거라니까
ep14-0176,칠봉이,감독님이 오바한거야
ep14-0177,빙그레,아 그럼 무슨일인데
ep14-0178,빙그레,나정이?
ep14-0179,보조출연,헤이즐넛입니다
ep14-0180,쓰레기,정아
ep14-0181,쓰레기,오빠 봐봐
ep14-0182,쓰레기,"오빠 봐봐,"
ep14-0183,쓰레기,정아
ep14-0184,쓰레기,오빠 봐봐..
ep14-0185,쓰레기,오빠 봐봐
ep14-0186,쓰레기,응?
ep14-0187,쓰레기,어서
ep14-0188,쓰레기,야임마..
ep14-0189,쓰레기,니 지금 우나
ep14-0190,효과음,박석규 처음느낀 사랑이야
ep14-0191,효과음,사랑한다
ep14-0192,효과음,사랑한다
ep14-0193,쓰레기,야 울긴왜우노
ep14-0194,효과음,그래도 나는 너를 사랑하는데
ep14-0195,쓰레기,오빠야 잘못했다
ep14-0196,효과음,그래도 나는 너를 사랑하는데
ep14-0197,쓰레기,오빠야가 미안
ep14-0198,쓰레기,울지마
ep14-0199,쓰레기,다신 안그럴게
ep14-0200,쓰레기,미안해..
ep14-0201,효과음,언젠가 그대 작은 아기새처럼
ep14-0202,쓰레기,울긴 왜우노
ep14-0203,효과음,나의 품에 안겨 울다 잠든 밤
ep14-0204,쓰레기,오빠도 니 좋다 카잖아
ep14-0205,효과음,나를 흔들던 바람 가슴떨리던
ep14-0206,빙그레,나정이 때문이지
ep14-0207,효과음,기쁨 아직도 난 기억해
ep14-0208,빙그레,야 하숙집 애들도 다 알아
ep14-0209,효과음,기쁨 아직도 난 기억해
ep14-0210,빙그레,니가 나정이 좋아하는거
ep14-0211,효과음,그렇게 긴 시간이 흘러가도
ep14-0212,칠봉이,진짜?
ep14-0213,효과음,그렇게 긴 시간이 흘러가도
ep14-0214,효과음,그저 나는 그대 좋은 친구지
ep14-0215,효과음,혼자 마음 아픈 날
ep14-0216,빙그레,포기해
ep14-0217,효과음,얘기하고 싶지만
ep14-0218,빙그레,나정이 선배님 좋아해
ep14-0219,효과음,이제 너무 늦었어
ep14-0220,빙그레,아직 선배님이 나정이 마음 안 받아준거 같긴한데
ep14-0221,효과음,오늘 그대 나에게
ep14-0222,빙그레,그래도 시간 문제야
ep14-0223,효과음,웃으면서 말했지
ep14-0224,칠봉이,알아 임마
ep14-0225,효과음,웃으면서 말했지
ep14-0226,칠봉이,선배도 나정이 좋아해
ep14-0227,효과음,웃으면서 말했지
ep14-0228,칠봉이,나한테 얘기했어
ep14-0229,효과음,운명처럼 다가온 사랑을
ep14-0230,칠봉이,자기도..
ep14-0231,효과음,운명처럼 다가온 사랑을
ep14-0232,칠봉이,나정이 좋아한다고
ep14-0233,효과음,이제야 찾았다고
ep14-0234,빙그레,그럼 어떡할거야
ep14-0235,효과음,서로 다른 길을 가겠지
ep14-0236,칠봉이,어떡하기는
ep14-0237,효과음,서로 다른 길을 가겠지
ep14-0238,칠봉이,기다려야지
ep14-0239,효과음,믿고 싶진 않지만
ep14-0240,칠봉이,지금이 때가 아니면..
ep14-0241,효과음,믿고 싶진 않지만
ep14-0242,칠봉이,기다려야지
ep14-0243,효과음,슬픔속에 기쁨이었어
ep14-0244,칠봉이,포기는 안해
ep14-0245,효과음,처음느낀 사랑이야
ep14-0246,성나정,내 들어갈게
ep14-0247,쓰레기,어
ep14-0248,성나정,참 오빠
ep14-0249,성나정,오빠 내한테 할말 있다 하지 않았나
ep14-0250,성나정,왜 암말도 안하는데
ep14-0251,쓰레기,거뭐.. 아까 말했잖아
ep14-0252,성나정,언제
ep14-0253,성나정,내 몬들었는데
ep14-0254,쓰레기,그아까 그 뭐..
ep14-0255,쓰레기,몸으로 말했잖아
ep14-0256,성나정,말로 해야지 말로
ep14-0257,성나정,말로해야 내가 알지
ep14-0258,쓰레기,말로도 했다 밥묵고나서
ep14-0259,성나정,무신 말
ep14-0260,성나정,오빠 내 한테 뭐라 캤는데
ep14-0261,성나정,내 몬 들었는데~
ep14-0262,쓰레기,아 가시나 됬따마
ep14-0263,쓰레기,고마 쓸데없는 소리 씨부리지 말고 드가 자 빨리 쳐 쳐자
